OpenJDK 64-Bit Server VM warning: ignoring option PermSize=128m; support was removed in 8.0
OpenJDK 64-Bit Server VM warning: ignoring option MaxPermSize=128m; support was removed in 8.0
2016-10-25 23:32:37,375 INFO  [main] util.VersionInfo: HBase 1.1.6
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:java.class.path=/opt/hbase/bin/../conf:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/opt/hbase/bin/..:/opt/hbase/bin/../lib/activation-1.1.jar:/opt/hbase/bin/../lib/aopalliance-1.0.jar:/opt/hbase/bin/../lib/apacheds-i18n-2.0.0-M15.jar:/opt/hbase/bin/../lib/apacheds-kerberos-codec-2.0.0-M15.jar:/opt/hbase/bin/../lib/api-asn1-api-1.0.0-M20.jar:/opt/hbase/bin/../lib/api-util-1.0.0-M20.jar:/opt/hbase/bin/../lib/asm-3.1.jar:/opt/hbase/bin/../lib/avro-1.7.4.jar:/opt/hbase/bin/../lib/commons-beanutils-1.7.0.jar:/opt/hbase/bin/../lib/commons-beanutils-core-1.8.0.jar:/opt/hbase/bin/../lib/commons-cli-1.2.jar:/opt/hbase/bin/../lib/commons-codec-1.9.jar:/opt/hbase/bin/../lib/commons-collections-3.2.2.jar:/opt/hbase/bin/../lib/commons-compress-1.4.1.jar:/opt/hbase/bin/../lib/commons-configuration-1.6.jar:/opt/hbase/bin/../lib/commons-daemon-1.0.13.jar:/opt/hbase/bin/../lib/commons-digester-1.8.jar:/opt/hbase/bin/../lib/commons-el-1.0.jar:/opt/hbase/bin/../lib/commons-httpclient-3.1.jar:/opt/hbase/bin/../lib/commons-io-2.4.jar:/opt/hbase/bin/../lib/commons-lang-2.6.jar:/opt/hbase/bin/../lib/commons-logging-1.2.jar:/opt/hbase/bin/../lib/commons-math-2.2.jar:/opt/hbase/bin/../lib/commons-math3-3.1.1.jar:/opt/hbase/bin/../lib/commons-net-3.1.jar:/opt/hbase/bin/../lib/disruptor-3.3.0.jar:/opt/hbase/bin/../lib/findbugs-annotations-1.3.9-1.jar:/opt/hbase/bin/../lib/guava-12.0.1.jar:/opt/hbase/bin/../lib/guice-3.0.jar:/opt/hbase/bin/../lib/guice-servlet-3.0.jar:/opt/hbase/bin/../lib/hadoop-annotations-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-auth-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-client-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-hdfs-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-app-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-core-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-jobclient-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-shuffle-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-api-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-client-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-server-common-2.5.1.jar:/opt/hbase/bin/../lib/hbase-annotations-1.1.6-tests.jar:/opt/hbase/bin/../lib/hbase-annotations-1.1.6.jar:/opt/hbase/bin/../lib/hbase-client-1.1.6.jar:/opt/hbase/bin/../lib/hbase-common-1.1.6-tests.jar:/opt/hbase/bin/../lib/hbase-common-1.1.6.jar:/opt/hbase/bin/../lib/hbase-examples-1.1.6.jar:/opt/hbase/bin/../lib/hbase-hadoop-compat-1.1.6.jar:/opt/hbase/bin/../lib/hbase-hadoop2-compat-1.1.6.jar:/opt/hbase/bin/../lib/hbase-it-1.1.6-tests.jar:/opt/hbase/bin/../lib/hbase-it-1.1.6.jar:/opt/hbase/bin/../lib/hbase-prefix-tree-1.1.6.jar:/opt/hbase/bin/../lib/hbase-procedure-1.1.6.jar:/opt/hbase/bin/../lib/hbase-protocol-1.1.6.jar:/opt/hbase/bin/../lib/hbase-resource-bundle-1.1.6.jar:/opt/hbase/bin/../lib/hbase-rest-1.1.6.jar:/opt/hbase/bin/../lib/hbase-server-1.1.6-tests.jar:/opt/hbase/bin/../lib/hbase-server-1.1.6.jar:/opt/hbase/bin/../lib/hbase-shell-1.1.6.jar:/opt/hbase/bin/../lib/hbase-thrift-1.1.6.jar:/opt/hbase/bin/../lib/htrace-core-3.1.0-incubating.jar:/opt/hbase/bin/../lib/httpclient-4.2.5.jar:/opt/hbase/bin/../lib/httpcore-4.1.3.jar:/opt/hbase/bin/../lib/jackson-core-asl-1.9.13.jar:/opt/hbase/bin/../lib/jackson-jaxrs-1.9.13.jar:/opt/hbase/bin/../lib/jackson-mapper-asl-1.9.13.jar:/opt/hbase/bin/../lib/jackson-xc-1.9.13.jar:/opt/hbase/bin/../lib/jamon-runtime-2.3.1.jar:/opt/hbase/bin/../lib/jasper-compiler-5.5.23.jar:/opt/hbase/bin/../lib/jasper-runtime-5.5.23.jar:/opt/hbase/bin/../lib/java-xmlbuilder-0.4.jar:/opt/hbase/bin/../lib/javax.inject-1.jar:/opt/hbase/bin/../lib/jaxb-api-2.2.2.jar:/opt/hbase/bin/../lib/jaxb-impl-2.2.3-1.jar:/opt/hbase/bin/../lib/jcodings-1.0.8.jar:/opt/hbase/bin/../lib/jersey-client-1.9.jar:/opt/hbase/bin/../lib/jersey-core-1.9.jar:/opt/hbase/bin/../lib/jersey-guice-1.9.jar:/opt/hbase/bin/../lib/jersey-json-1.9.jar:/opt/hbase/bin/../lib/jersey-server-1.9.jar:/opt/hbase/bin/../lib/jets3t-0.9.0.jar:/opt/hbase/bin/../lib/jettison-1.3.3.jar:/opt/hbase/bin/../lib/jetty-6.1.26.jar:/opt/hbase/bin/../lib/jetty-sslengine-6.1.26.jar:/opt/hbase/bin/../lib/jetty-util-6.1.26.jar:/opt/hbase/bin/../lib/joni-2.1.2.jar:/opt/hbase/bin/../lib/jruby-complete-1.6.8.jar:/opt/hbase/bin/../lib/jsch-0.1.42.jar:/opt/hbase/bin/../lib/jsp-2.1-6.1.14.jar:/opt/hbase/bin/../lib/jsp-api-2.1-6.1.14.jar:/opt/hbase/bin/../lib/junit-4.12.jar:/opt/hbase/bin/../lib/leveldbjni-all-1.8.jar:/opt/hbase/bin/../lib/libthrift-0.9.0.jar:/opt/hbase/bin/../lib/log4j-1.2.17.jar:/opt/hbase/bin/../lib/metrics-core-2.2.0.jar:/opt/hbase/bin/../lib/netty-3.2.4.Final.jar:/opt/hbase/bin/../lib/netty-all-4.0.23.Final.jar:/opt/hbase/bin/../lib/paranamer-2.3.jar:/opt/hbase/bin/../lib/protobuf-java-2.5.0.jar:/opt/hbase/bin/../lib/servlet-api-2.5-6.1.14.jar:/opt/hbase/bin/../lib/servlet-api-2.5.jar:/opt/hbase/bin/../lib/slf4j-api-1.7.7.jar:/opt/hbase/bin/../lib/slf4j-log4j12-1.7.5.jar:/opt/hbase/bin/../lib/snappy-java-1.0.4.1.jar:/opt/hbase/bin/../lib/spymemcached-2.11.6.jar:/opt/hbase/bin/../lib/xmlenc-0.52.jar:/opt/hbase/bin/../lib/xz-1.0.jar:/opt/hbase/bin/../lib/zookeeper-3.4.6.jar:
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:os.name=Linux
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:os.arch=amd64
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:os.version=4.4.24-boot2docker
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:user.name=root
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:user.home=/root
2016-10-25 23:32:43,437 INFO  [main] zookeeper.ZooKeeper: Client environment:user.dir=/
2016-10-25 23:32:43,438 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=hbase-docker:2181 sessionTimeout=10000 watcher=master:352310x0, quorum=hbase-docker:2181, baseZNode=/hbase
2016-10-25 23:32:43,476 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Opening socket connection to server hbase-docker/172.17.0.2:2181. Will not attempt to authenticate using SASL (unknown error)
2016-10-25 23:32:43,479 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxnFactory: Accepted socket connection from /172.17.0.2:36498
2016-10-25 23:32:43,479 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Socket connection established to hbase-docker/172.17.0.2:2181, initiating session
2016-10-25 23:32:43,491 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.ZooKeeperServer: Client attempting to establish new session at /172.17.0.2:36498
2016-10-25 23:32:43,494 INFO  [SyncThread:0] persistence.FileTxnLog: Creating new log file: log.1
2016-10-25 23:32:43,518 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Session establishment complete on server hbase-docker/172.17.0.2:2181, sessionid = 0x157fe3047600000, negotiated timeout = 10000
2016-10-25 23:32:43,523 INFO  [SyncThread:0] server.ZooKeeperServer: Established session 0x157fe3047600000 with negotiated timeout 10000 for client /172.17.0.2:36498
2016-10-25 23:32:43,592 INFO  [RpcServer.responder] ipc.RpcServer: RpcServer.responder: starting
2016-10-25 23:32:43,592 INFO  [RpcServer.listener,port=35231] ipc.RpcServer: RpcServer.listener,port=35231: starting
2016-10-25 23:32:43,699 INFO  [main] mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
2016-10-25 23:32:43,703 INFO  [main] http.HttpRequestLog: Http request log for http.requests.master is not defined
2016-10-25 23:32:43,722 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.hbase.http.HttpServer$QuotingInputFilter)
2016-10-25 23:32:43,725 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context master
2016-10-25 23:32:43,725 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
2016-10-25 23:32:43,725 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2016-10-25 23:32:43,746 INFO  [main] http.HttpServer: Jetty bound to port 16010
2016-10-25 23:32:43,749 INFO  [main] mortbay.log: jetty-6.1.26
2016-10-25 23:32:44,196 INFO  [main] mortbay.log: Started SelectChannelConnector@hbase-docker:16010
2016-10-25 23:32:44,200 INFO  [main] master.HMaster: hbase.rootdir=file:/data/hbase, hbase.cluster.distributed=false
2016-10-25 23:32:44,257 INFO  [main] master.HMaster: Adding backup master ZNode /hbase/backup-masters/hbase-docker,35231,1477438362831
2016-10-25 23:32:44,405 INFO  [hbase-docker:35231.activeMasterManager] master.ActiveMasterManager: Deleting ZNode for /hbase/backup-masters/hbase-docker,35231,1477438362831 from backup master directory
2016-10-25 23:32:44,418 WARN  [hbase-docker:35231.activeMasterManager] hbase.ZNodeClearer: Environment variable HBASE_ZNODE_FILE not set; znodes will not be cleared on crash by start scripts (Longer MTTR!)
2016-10-25 23:32:44,419 INFO  [hbase-docker:35231.activeMasterManager] master.ActiveMasterManager: Registered Active Master=hbase-docker,35231,1477438362831
2016-10-25 23:32:44,449 INFO  [main] regionserver.RSRpcServices: regionserver/hbase-docker/172.17.0.2:0 server-side HConnection retries=350
2016-10-25 23:32:44,452 INFO  [main] ipc.SimpleRpcScheduler: Using deadline as user call queue, count=3
2016-10-25 23:32:44,474 INFO  [main] ipc.RpcServer: regionserver/hbase-docker/172.17.0.2:0: started 10 reader(s) listening on port=43027
2016-10-25 23:32:44,479 INFO  [main] zookeeper.RecoverableZooKeeper: Process identifier=regionserver:43027 connecting to ZooKeeper ensemble=hbase-docker:2181
2016-10-25 23:32:44,480 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=hbase-docker:2181 sessionTimeout=10000 watcher=regionserver:430270x0, quorum=hbase-docker:2181, baseZNode=/hbase
2016-10-25 23:32:44,486 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Opening socket connection to server hbase-docker/172.17.0.2:2181. Will not attempt to authenticate using SASL (unknown error)
2016-10-25 23:32:44,486 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxnFactory: Accepted socket connection from /172.17.0.2:36500
2016-10-25 23:32:44,487 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Socket connection established to hbase-docker/172.17.0.2:2181, initiating session
2016-10-25 23:32:44,488 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.ZooKeeperServer: Client attempting to establish new session at /172.17.0.2:36500
2016-10-25 23:32:44,489 INFO  [SyncThread:0] server.ZooKeeperServer: Established session 0x157fe3047600001 with negotiated timeout 10000 for client /172.17.0.2:36500
2016-10-25 23:32:44,490 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Session establishment complete on server hbase-docker/172.17.0.2:2181, sessionid = 0x157fe3047600001, negotiated timeout = 10000
2016-10-25 23:32:44,498 INFO  [RpcServer.responder] ipc.RpcServer: RpcServer.responder: starting
2016-10-25 23:32:44,564 INFO  [main] http.HttpRequestLog: Http request log for http.requests.regionserver is not defined
2016-10-25 23:32:44,565 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.hbase.http.HttpServer$QuotingInputFilter)
2016-10-25 23:32:44,565 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context regionserver
2016-10-25 23:32:44,565 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2016-10-25 23:32:44,565 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
2016-10-25 23:32:44,566 INFO  [RpcServer.listener,port=43027] ipc.RpcServer: RpcServer.listener,port=43027: starting
2016-10-25 23:32:44,588 INFO  [main] http.HttpServer: Jetty bound to port 39490
2016-10-25 23:32:44,588 INFO  [main] mortbay.log: jetty-6.1.26
2016-10-25 23:32:44,850 INFO  [main] mortbay.log: Started SelectChannelConnector@hbase-docker:39490
2016-10-25 23:32:44,950 INFO  [M:0;hbase-docker:35231] zookeeper.RecoverableZooKeeper: Process identifier=hconnection-0x56668243 connecting to ZooKeeper ensemble=hbase-docker:2181
